Topic,Count,Name,Representation,Representative_Docs
10,76,10_mangione_is_the_man,"['mangione', 'is', 'the', 'man', 'you', 'he', 'back', 'in', 'to', 'and']","['Kyle Rittenhouse never murdered anybody. He bravely defended his life against violent criminals attacking him. He did absolutely nothing wrong. But Mangione did absolutely everything wrong. He laid in ambush and murdered an innocent man by shooting them in the back like a coward.', 'You are an imbecile. \n\nMangione cowardly shot a man in the back for no reason. \n\nYou can blather on all you want about the evils of the medical industry but you can lay the blame at the feet of one man, what did that cowardly act accomplish? NOTHING! The medical industry did not…', 'Mangione shot an innocent man in the back? You know that?']"
11,73,11_luigi_him_me_why,"['luigi', 'him', 'me', 'why', 'you', 'my', 'good', 'like', 'for', 'to']","[""Luigi isn't remotely like you. From what everyone says about him he's a good family man while you left your on family homeless. Plus you look like a real bitch compared to him"", ""What Luigi no I don't know a thing Luigi is a good person to be honest I'm little blind in one of my eyes honestly free him he's a good man with great leadership God can strike me down 3 times and cross my heart"", ""I just want to know who he is, to get lost with him. I'm in love with how he came out in this damn photo and I know perfectly well that it's not Luigi and screw me... he never will be. But my curious mind attracts me to him like a magnet..""]"
12,71,12_luigi_and_up_his,"['luigi', 'and', 'up', 'his', 'he', 'to', 'is', 'the', 'was', 'in']","['His family has generational wealth. He went to private high school and an ivy league college. The man he murdered grew up middle class and went to public college. Luigi is a moronic, homicidal hypocrite.', 'So this Luigi prick grew up in a wealthy, politically connected family, attended the best boarding school and Ivy League, and he killed a guy who came from blue collar roots, made his way up the ladder due to hard work, and had a wife and kids that loved him. Luigi is a monster.', ""Luigi IS the rich. He attended private school, and an Ivy league college. His family was wealthy. Brian Thompson's father worked on grain elevators, and Brian attended public schools and the University of Iowa. Was he wealthy? Yeah, but he worked his way up to that, unlike Luigi.""]"
13,68,13_luigi_the_and_is,"['luigi', 'the', 'and', 'is', 'for', 'he', 'ceo', 'in', 'to', 'people']","['You have a twisted view of the world. Regardless of what you feel about Big Pharma and Luigi, he shot and killed an unarmed man from behind in cold blood and deserved to be punished for his crimes. That CEO was a father, son etc and deserves justice, what if he was your dad?', 'No, what is happening is justice. You piece of shit hero, who grew up privileged due to the same industry you despise, murdered and man only because of the job he held. Luigi will die in prison for his crimes, if not sooner.', 'i haven’t said shit about that Luigi case because i wanted all the facts and now that I have them . Why people are gunning for a MURDERER to be free is insane to me ! He killed a man that had a family , the healthcare system is still fucked up like ..']"
14,62,14_brian_from_thompson_was,"['brian', 'from', 'thompson', 'was', 'he', 'of', 'to', 'the', 'his', 'and']","['Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really proud when he graduated…', 'This is who Luigi shot\n\n""Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really…', 'First off, Brian Thompson was not some robber baron, he was a father and husband, he came from nothing, went to a state school, and started at UHC as a manager. It’s tough to go from manager to CEO but from all first hand accounts I’ve heard from people in the industry, he was a…']"
15,57,15_we_mangione_family_luigi,"['we', 'mangione', 'family', 'luigi', 'our', 'brian', 'to', 'the', 'thompson', 'devastated']","['Statement from Luigi Mangione\'s family:\n\n""Our family is shocked and devastated by Luigi\'s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.""', 'NEW from Luigi Mangione\'s family:\n""We only know what we have read in the media. Our family is shocked and devastated by Luigi’s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved. We are devastated by this news.""', ""Luigi Mangione’s family has released a statement:\n\n“We only know what we have read in the media. Our family is shocked and devastated by Luigi's arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.”""]"
16,49,16_kyle_luigi_self_you,"['kyle', 'luigi', 'self', 'you', 'rittenhouse', 'himself', 'and', 'defense', 'who', 'man']","[""There's a difference between shooting someone in self-defense face to face like Kyle Rittenhouse did. Your hero Luigi shot an unarmed man in the back like a coward. Watch the videos of both."", 'Kyle was a hero who defended himself against attackers. Luigi murdered an innocent man in cold blood. Where’s the comparison?', 'Wait. Luigi went through a trial and was found not guilty and justified? \nThere’s the difference. Kyle killed a couple pedophiles in self defense. Luigi murdered an innocent man in cold blood. You people are sick fucks.']"
17,45,17_luigi_healthcare_the_ceo,"['luigi', 'healthcare', 'the', 'ceo', 'to', 'you', 'was', 'that', 'he', 'united']","['It is truly baffling the amount of people who continue to champion the death of Brian Thompson. \n\nThe fact that the suspected shooter, Luigi Mangione, may have had a back injury that he was struggling with does not explain killing a healthcare CEO. \n\nIt makes zero sense to me.…', 'There is no win win about this, he was just a CEO, the United Healthcare will go on with or without him. All Luigi accomplished is taking a couple of kids father away from them. No matter how bad a person is, killing someone is not the answer.', ""And they do it because there's good money! Who wouldn't?\n\nIt's still them that are the source of the cost problem. People like the healthcare CEO have to deal with that problem downstream. And he's dead now because idiots like Luigi think he was to blame for the cost problems.""]"
18,34,18_unitedhealthcare_youre_you_ceo,"['unitedhealthcare', 'youre', 'you', 'ceo', 'the', 'of', 'this', 'denydefenddepose', 'enrolled', 'just']","['The lack of sympathy for this guys death, tells you everything you need to know about the state of health insurance in the US #UnitedHealthcare #Injustice_Must_Answer #denydefenddepose', 'My mom has cancer and UnitedHealthcare paid about 1.8 million dollars of her hospital bills. The chemo, medicine, surgeries, etc were all paid for. So tell me, did you have a personal experience or are you just going off of what you see on the internet?', 'The UnitedHealthCare ceo 😭😭']"
19,31,19_lorenz_taylor_joy_she,"['lorenz', 'taylor', 'joy', 'she', 'felt', 'piers', 'of', 'morgan', 'is', 'former']","['Piers Morgan Slams Beaming Former WaPo Hack Taylor Lorenz For Saying She Felt ‘Joy’ Over Murder of UnitedHealthcare CEO (Video)', 'PURE EVIL: “There are no words to describe how sick and evil Taylor Lorenz is. She literally laughed and says she felt ""joy"" when Brian Thompson was killed. — Taylor Lorenz is a heartless, disgusting subhuman piece of trash.”\n#LuigManigone', 'PURE EVIL: There are no words to describe how sick and evil Taylor Lorenz is. She literally laughed and says she felt ""joy"" when Brian Thompson was killed.\n\nTaylor Lorenz is a heartless, disgusting subhuman piece of trash.']"
