Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document,Date,DateTime
Most people celebrating the murder of the UnitedHealthcare CEO are lazy couch bums and bored suburbanites trying to sound like an edgy vigilante.,3,3_unitedhealthcare_celebrate_people_murder,"['unitedhealthcare', 'celebrate', 'people', 'murder', 'ceo', 'the', 'of', 'just', 'are', 'dont']","['If the #UnitedHealthcare #assasination is teaching us: there’s lots of uselessly violent and uneducated people that don’t know how insurance or CEOs work. A life was taken and that’s never a reason to celebrate unless you’re a brain dead terrorist.', ""It's just sad to see so many people celebrating death of a person, just cos they've a personal grouse with the co. he worked for, claims've well defined rules, sue the co. ,DON'T celebrate a murder of a man doing his job, just cos it conflicts with your need #UnitedHealthcare"", 'im sorry but all these are so stupid, like what are you trying to prove? if anything, this just proves that NO ONE is safe from an unfair and disgusting system such as the health industry, you’re just making me angrier and more supportive of him 🤷🏻\u200d♀️']",unitedhealthcare - celebrate - people - murder - ceo - the - of - just - are - dont,False,12/8/2024 13:34,12/8/2024 13:34
UnitedHealthcare covers old really folks with various doctors they need even in their nineties! HUMANA too!,11,11_unitedhealthcare_very_need_enrolled,"['unitedhealthcare', 'very', 'need', 'enrolled', 'covers', 'credit', 'completely', 'food', 'there', 'it']","[""It was completely seemless. They just took care of it. There was never any issues of coverage. It was just no add'l stress at a very emotional time for us. I am very greatful to #UnitedHealthcare"", 'If you’re enrolled in UnitedHealthcare and you need specialized or expensive medical services there is a MUCH, MUCH HIGHER probability that you will get the healthcare you need in a timely manner than if you’re enrolled in the NHS or Canada’s healthcare system.', 'UnitedHealthcare (UHC) offers a food benefit that provides a monthly credit to help pay for healthy food and over-the-counter (OTC) products. The credit is loaded onto a UCard, which can be used at participating stores or online.']",unitedhealthcare - very - need - enrolled - covers - credit - completely - food - there - it,False,12/8/2024 5:06,12/8/2024 5:06
Support the Brian Thompson universal healthcare act of 2025. Honor Brian as he would have wanted.,13,13_brian_thompson_healthcare_embodied,"['brian', 'thompson', 'healthcare', 'embodied', 'honor', 'health', 'entire', 'theyve', 'the', 'out']","['The alternative could be much worse. Imagine how much worse it would be if you didn’t have access to any health insurance, such as the one Brian Thompson supposedly handed out personally.', 'I’m my thoughts are with the entire family of . They’ve been in choice for health, dental, and vision for my entire adult life. They’ve been very good to me. Today’s deadly attack on Brian Thompson was likely targeted, media reports say. America’s healthcare is broken; people…', ""Brian Thompson was replaced the same day you absolute brain dead moron. If you don't like the fact that america is the only place where you are guaranteed Healthcare whether you can pay for it or not by all means leave this fucking country commie bastard""]",brian - thompson - healthcare - embodied - honor - health - entire - theyve - the - out,False,12/8/2024 4:14,12/8/2024 4:14
More signs we are living in end times. These people are celebrating the assassination of United Healthcare CEO Brian Thompson.,14,14_the_of_healthcare_assassination,"['the', 'of', 'healthcare', 'assassination', 'murder', 'celebrating', 'ceo', 'thompson', 'united', 'ones']","['The assassination of UnitedHealthcare CEO Brian Thompson is a lot like the assassination of JFK in the sense that both men died as martyrs who fought tirelessly to better the lives of the American people, and the only ones left cheering were the Southern hicks and the commies.', 'This smugly smiling murderer is being defended by the Left as they claim the murder of Brian Thompson was the product of capitalism and the lack of socialized Healthcare in the United States. \n\nDisgusting\n\nJared Craig, VP\nVFAF, National Chapter', 'DISGUSTING: Fat left activists are posting videos celebrating the killing of United Healthcare CEO Brian Thompson and describing the murderer as a “hero.”\n\nThese same freaks are the ones who say genocide when countries go after terrorists.']",the - of - healthcare - assassination - murder - celebrating - ceo - thompson - united - ones,False,12/8/2024 3:12,12/8/2024 3:12
Why do they fear for their lives? There is absolutely no reason for that. General public loves them. Brian Thompson can confirm that.,18,18_for_mindset_there_wealth,"['for', 'mindset', 'there', 'wealth', 'and', 'thompson', 'is', 'their', 'to', 'that']","[""Instead of fetishizing an alleged murderer why don't we hear more about \nBrian Thompson who worked for 20 years for a company and moved up to CEO before being struck down. \n\nSomething is sick with our social media #algorithms and mindset."", 'Brian Thompson was a chad actual middle class dude who earned generational wealth wealth for his wife and kids. Can’t say the same for the socialists celebrating his death who might lose their healthcare and will see their precious Gaza turn to rubble', 'A CEO that never sees the people that get claims denied can\'t be defined as a murderer. Brian Thompson didn\'t go to work each day with a ""how many people can I intentionally kill today"" mindset and for you to malign him as such is disgusting. Idolizing his killer even more so.']",for - mindset - there - wealth - and - thompson - is - their - to - that,False,12/8/2024 2:09,12/8/2024 2:09
I've heard rumors that Calvin Booth is in the process of becoming the new CEO of UnitedHealthcare!!! Congratulations Calvin!,20,20_new_unitedhealthcare_calvin_tweet,"['new', 'unitedhealthcare', 'calvin', 'tweet', 'got', 'ceo', 'to', 'my', 'ceoelect', 'booth']","[""I've heard rumors that Calvin Booth is in the process of becoming the new CEO of UnitedHealthcare!!! Congratulations Calvin!"", 'Funny to come across my old tweet to #UnitedHealthcare - and former CEO Andrew Witty.. and the tweet got results', ""Excited to announce that I have started a new chapter of my journey as CEO-elect at UnitedHealthcare! But first - girls' trip to NYC to celebrate. Hugs!""]",new - unitedhealthcare - calvin - tweet - got - ceo - to - my - ceoelect - booth,True,12/8/2024 1:12,12/8/2024 1:12
"Who would turn in a man who single handedly united the country?
#UnitedHealthcare",0,0_unitedhealthcare_for_defend_your,"['unitedhealthcare', 'for', 'defend', 'your', 'up', 'now', 'yours', 'plans', 'wear', 'deny']","['💼 UnitedHealthcare Deny Defend Depose – because corporate strategies deserve a bold statement. Wear it loud, wear it proud! 🛒 Grab yours now 👉', 'Gear up like an assassin, but this time with healthcare on your side. 🗡️💊 Show off your stealthy style with the Assassin’s Creed UnitedHealthcare! Perfect for gamers and healthcare warriors alike. 🖤 Grab yours now! 👉', ""Looking for a Medicare plan that meets your needs and budget? I can help. I'm a licensed sales agent for UnitedHealthcare Medicare Advantage plans based in FL. Call me at 727-688-9125 , TTY 711.\n\nWe only have a fews days left of Open Enrollment. Contact me soon!""]",unitedhealthcare - for - defend - your - up - now - yours - plans - wear - deny,False,12/8/2024 0:20,12/8/2024 0:20
"Soulless ghouls in New York City throw a party to celebrate the murder of UnitedHealthcare CEO and father of two Brian Thompson, complete with a look a like contest of the killer.",3,3_unitedhealthcare_celebrate_people_murder,"['unitedhealthcare', 'celebrate', 'people', 'murder', 'ceo', 'the', 'of', 'just', 'are', 'dont']","['If the #UnitedHealthcare #assasination is teaching us: there’s lots of uselessly violent and uneducated people that don’t know how insurance or CEOs work. A life was taken and that’s never a reason to celebrate unless you’re a brain dead terrorist.', ""It's just sad to see so many people celebrating death of a person, just cos they've a personal grouse with the co. he worked for, claims've well defined rules, sue the co. ,DON'T celebrate a murder of a man doing his job, just cos it conflicts with your need #UnitedHealthcare"", 'im sorry but all these are so stupid, like what are you trying to prove? if anything, this just proves that NO ONE is safe from an unfair and disgusting system such as the health industry, you’re just making me angrier and more supportive of him 🤷🏻\u200d♀️']",unitedhealthcare - celebrate - people - murder - ceo - the - of - just - are - dont,False,12/7/2024 23:09,12/7/2024 23:09
"If you believe Brian Thompson, UnitedHealthcare CEO, deserved to be killed because of a bad experience you or your family had with that or any other insurance company, you’re the bad guy in the situation. And it’s not close.",8,8_leadership_brian_thompsons_ceo,"['leadership', 'brian', 'thompsons', 'ceo', 'unitedhealth', 'thompson', 'and', 'healthcare', 'unitedhealthcare', 'providers']","['As America shut down in March 2020, and federal officials struggled to get $$ to desperate health providers, Brian Thompson said UnitedHealth could do it asap — and they did.\n\nThe $135 billion fund helped keep countless providers afloat.\n\nThompson’s role has never been reported.', '💔 A tragic loss for UnitedHealth Group as CEO Brian Thompson is remembered. 📉 Despite challenges, the company remains strong! Discover the full story and future outlook here: [Link] #UnitedHealth #Leadership #Healthcare', 'I am deeply saddened by the tragic loss of Brian Thompson, CEO of UnitedHealthcare. Brian and his team have been great partners to T-Mobile. He was a leader dedicated to improving healthcare for millions and my thoughts are with his family, friends, and colleagues during this…']",leadership - brian - thompsons - ceo - unitedhealth - thompson - and - healthcare - unitedhealthcare - providers,False,12/7/2024 21:07,12/7/2024 21:07
I love it!! B.I.H. Brian Thompson!!,4,4_brian_thompson_hero_was,"['brian', 'thompson', 'hero', 'was', 'real', 'thank', 'for', 'is', 'you', 'bih']","['Fuck off. Brian Thompson was a hero and worth more to society than all of you and your commie friends combined. May he rest in power', 'Brian Thompson is a hero.', 'Brian Thompson was a hero']",brian - thompson - hero - was - real - thank - for - is - you - bih,False,12/7/2024 21:04,12/7/2024 21:04
"I agree. I’m getting a lot of hate for my opinion on this. But I stand by what I said. If you cheer on Brian Thompson’s killer, you are evil.",19,19_envy_hate_an_person,"['envy', 'hate', 'an', 'person', 'you', 'brian', 'injustice', 'thompson', 'at', 'from']","['You’re an unaccomplished nobody filled with hate and envy. Brian Thompson was a far better person than you ever were.', 'Brian Thompson grew up in tiny Jewell, Iowa, worked in soybean fields, played basketball, and became valedictorian of his 50-person class. He rose to lead 140,000 employees and $280B in revenue at a top global company. A life of hard work, the American Dream. God bless him.', 'There’s an underlying envy of Brian Thompson. The hate comes from the fact that he achieved something many working-class people aspire to. His success makes critics feel inadequate, and that angers them. At the end of the day, it’s envy—and envy is corrosive to the mind.']",envy - hate - an - person - you - brian - injustice - thompson - at - from,False,12/7/2024 20:44,12/7/2024 20:44
"I mean that smile is 💞💞💞💞 

#UnitedHealthcare #UHC 
#HealthInsurance #unitedhealthcareceo",0,0_unitedhealthcare_for_defend_your,"['unitedhealthcare', 'for', 'defend', 'your', 'up', 'now', 'yours', 'plans', 'wear', 'deny']","['💼 UnitedHealthcare Deny Defend Depose – because corporate strategies deserve a bold statement. Wear it loud, wear it proud! 🛒 Grab yours now 👉', 'Gear up like an assassin, but this time with healthcare on your side. 🗡️💊 Show off your stealthy style with the Assassin’s Creed UnitedHealthcare! Perfect for gamers and healthcare warriors alike. 🖤 Grab yours now! 👉', ""Looking for a Medicare plan that meets your needs and budget? I can help. I'm a licensed sales agent for UnitedHealthcare Medicare Advantage plans based in FL. Call me at 727-688-9125 , TTY 711.\n\nWe only have a fews days left of Open Enrollment. Contact me soon!""]",unitedhealthcare - for - defend - your - up - now - yours - plans - wear - deny,False,12/7/2024 19:29,12/7/2024 19:29
Hero to the people #unitedhealthcare #ceo #powertothepeople,0,0_unitedhealthcare_for_defend_your,"['unitedhealthcare', 'for', 'defend', 'your', 'up', 'now', 'yours', 'plans', 'wear', 'deny']","['💼 UnitedHealthcare Deny Defend Depose – because corporate strategies deserve a bold statement. Wear it loud, wear it proud! 🛒 Grab yours now 👉', 'Gear up like an assassin, but this time with healthcare on your side. 🗡️💊 Show off your stealthy style with the Assassin’s Creed UnitedHealthcare! Perfect for gamers and healthcare warriors alike. 🖤 Grab yours now! 👉', ""Looking for a Medicare plan that meets your needs and budget? I can help. I'm a licensed sales agent for UnitedHealthcare Medicare Advantage plans based in FL. Call me at 727-688-9125 , TTY 711.\n\nWe only have a fews days left of Open Enrollment. Contact me soon!""]",unitedhealthcare - for - defend - your - up - now - yours - plans - wear - deny,False,12/7/2024 16:48,12/7/2024 16:48
"There are way too many people who are okay with the murder of Brian Thompson, the UnitedHealthcare CEO.",1,1_the_of_ceo_is,"['the', 'of', 'ceo', 'is', 'her', 'as', 'murder', 'unitedhealthcare', 'thompson', 'for']","[""#GROK summary:\n\nPiers Morgan loses it on air as Dem commentator says she has ZERO empathy for murdered #UnitedHealthcare CEO because 'healthcare system bad'. But what about empathy for the man, his family? 🤯 #PiersMorganUncensored #LuigiMangioni"", ""She's as EVIL as the man who assassinated Brian Thompson. Not bad, EVIL. I've worked for 50 years in healthcare and she's just wrong about it. It's not perfect but it beats any other system in the world. Try getting care in Canada or France. You'll wait months."", 'Elizabeth Warren made comments that encourage violence against the health care industry. How horrible! The senate should censure her and her constituents must vote her out of office. To justify the cold blooded murder of a Health Care CEO is reckless. Brian Thompson was murdered!']",the - of - ceo - is - her - as - murder - unitedhealthcare - thompson - for,False,12/7/2024 11:50,12/7/2024 11:50
"On Wednesday December 4th 2024, my uncle, Brian Thompson, a husband and father of two children, was brutally executed in the middle of Manhattan by a gunshot-wound to the heart from a vigilante-leftist who was upset about their insurance coverage. 

People online are not only…",5,5_brian_thompson_anyone_of,"['brian', 'thompson', 'anyone', 'of', 'was', 'the', 'shot', 'is', 'to', 'that']","[""Lorenz is a heartless ghoul. This coward shot this Brian Thompson in the back for no reason. Ice water runs through his veins. I hope Thompson's family sues Lorenz and demand a retraction for her accusation that Brian killed 10s of thousands of people. She's full of shit. More…"", 'The idea that Brian Thompson deserved to die because he was a rich healthcare executive appears to be...a disturbingly popular sentiment. You cannot claim to be the movement of compassion & tolerance while gleefully celebrating a dad of two getting shot to death. So vile.', 'Anyone, and I mean anyone celebrating the tragic end of Brian Thompson is a hypocrite, a cancer on society, or both. Yes, they need prayer, although they probably also need the kind of corrective discipline their parents likely were too liberated to afford them the benefit of…']",brian - thompson - anyone - of - was - the - shot - is - to - that,False,12/7/2024 11:42,12/7/2024 11:42
If the #UnitedHealthcare #assasination is teaching us: there’s lots of uselessly violent and uneducated people that don’t know how insurance or CEOs work. A life was taken and that’s never a reason to celebrate unless you’re a brain dead terrorist.,3,3_unitedhealthcare_celebrate_people_murder,"['unitedhealthcare', 'celebrate', 'people', 'murder', 'ceo', 'the', 'of', 'just', 'are', 'dont']","['If the #UnitedHealthcare #assasination is teaching us: there’s lots of uselessly violent and uneducated people that don’t know how insurance or CEOs work. A life was taken and that’s never a reason to celebrate unless you’re a brain dead terrorist.', ""It's just sad to see so many people celebrating death of a person, just cos they've a personal grouse with the co. he worked for, claims've well defined rules, sue the co. ,DON'T celebrate a murder of a man doing his job, just cos it conflicts with your need #UnitedHealthcare"", 'im sorry but all these are so stupid, like what are you trying to prove? if anything, this just proves that NO ONE is safe from an unfair and disgusting system such as the health industry, you’re just making me angrier and more supportive of him 🤷🏻\u200d♀️']",unitedhealthcare - celebrate - people - murder - ceo - the - of - just - are - dont,True,12/7/2024 10:55,12/7/2024 10:55
This is the good Brian Thompson!,4,4_brian_thompson_hero_was,"['brian', 'thompson', 'hero', 'was', 'real', 'thank', 'for', 'is', 'you', 'bih']","['Fuck off. Brian Thompson was a hero and worth more to society than all of you and your commie friends combined. May he rest in power', 'Brian Thompson is a hero.', 'Brian Thompson was a hero']",brian - thompson - hero - was - real - thank - for - is - you - bih,False,12/7/2024 10:51,12/7/2024 10:51
"OMG. Former NYT “reporter” Taylor Lorenz doubles down on gloating over the m*rder of the UnitedHealthcare CEO:

“Am I going to shed tears or have empathy for somebody who has facilitated the deaths of thousands of innocent Americans?"" 

What a psycho.",1,1_the_of_ceo_is,"['the', 'of', 'ceo', 'is', 'her', 'as', 'murder', 'unitedhealthcare', 'thompson', 'for']","[""#GROK summary:\n\nPiers Morgan loses it on air as Dem commentator says she has ZERO empathy for murdered #UnitedHealthcare CEO because 'healthcare system bad'. But what about empathy for the man, his family? 🤯 #PiersMorganUncensored #LuigiMangioni"", ""She's as EVIL as the man who assassinated Brian Thompson. Not bad, EVIL. I've worked for 50 years in healthcare and she's just wrong about it. It's not perfect but it beats any other system in the world. Try getting care in Canada or France. You'll wait months."", 'Elizabeth Warren made comments that encourage violence against the health care industry. How horrible! The senate should censure her and her constituents must vote her out of office. To justify the cold blooded murder of a Health Care CEO is reckless. Brian Thompson was murdered!']",the - of - ceo - is - her - as - murder - unitedhealthcare - thompson - for,False,12/7/2024 7:19,12/7/2024 7:19
". In the UK, NHS malpractice accounts for approximately 0.06% of the population, while in the U.S., private healthcare malpractice accounts for about 0.02% of the population. And you’re applauding the death of the #UnitedHealthcare CEO over these numbers?! 🤮",7,7_insurance_of_unitedhealthcare_the,"['insurance', 'of', 'unitedhealthcare', 'the', 'paid', 'ceo', 'to', 'they', 'for', 'these']","['. In the UK, NHS malpractice accounts for approximately 0.06% of the population, while in the U.S., private healthcare malpractice accounts for about 0.02% of the population. And you’re applauding the death of the #UnitedHealthcare CEO over these numbers?! 🤮', 'My mom has cancer and UnitedHealthcare paid about 1.8 million dollars of her hospital bills. The chemo, medicine, surgeries, etc were all paid for. So tell me, did you have a personal experience or are you just going off of what you see on the internet?', 'Chris Murphy…. “I’m never going to condone gun violence”…. Then goes on to basically justify the murder of the UnitedHealthCare CEO. \n\nHe also seems to forget that the insurance industry is heavily regulated in all they do due to the ObamaCare act which he voted for.']",insurance - of - unitedhealthcare - the - paid - ceo - to - they - for - these,True,12/7/2024 5:51,12/7/2024 5:51
I agree. The US health insurance industry needs people just like Brian Thompson. Just as he is right now.,13,13_brian_thompson_healthcare_embodied,"['brian', 'thompson', 'healthcare', 'embodied', 'honor', 'health', 'entire', 'theyve', 'the', 'out']","['The alternative could be much worse. Imagine how much worse it would be if you didn’t have access to any health insurance, such as the one Brian Thompson supposedly handed out personally.', 'I’m my thoughts are with the entire family of . They’ve been in choice for health, dental, and vision for my entire adult life. They’ve been very good to me. Today’s deadly attack on Brian Thompson was likely targeted, media reports say. America’s healthcare is broken; people…', ""Brian Thompson was replaced the same day you absolute brain dead moron. If you don't like the fact that america is the only place where you are guaranteed Healthcare whether you can pay for it or not by all means leave this fucking country commie bastard""]",brian - thompson - healthcare - embodied - honor - health - entire - theyve - the - out,False,12/7/2024 1:48,12/7/2024 1:48
People have been so happy on here the past few days I think it might be the first time UnitedHealthcare has ever helped with mental health,11,11_unitedhealthcare_very_need_enrolled,"['unitedhealthcare', 'very', 'need', 'enrolled', 'covers', 'credit', 'completely', 'food', 'there', 'it']","[""It was completely seemless. They just took care of it. There was never any issues of coverage. It was just no add'l stress at a very emotional time for us. I am very greatful to #UnitedHealthcare"", 'If you’re enrolled in UnitedHealthcare and you need specialized or expensive medical services there is a MUCH, MUCH HIGHER probability that you will get the healthcare you need in a timely manner than if you’re enrolled in the NHS or Canada’s healthcare system.', 'UnitedHealthcare (UHC) offers a food benefit that provides a monthly credit to help pay for healthy food and over-the-counter (OTC) products. The credit is loaded onto a UCard, which can be used at participating stores or online.']",unitedhealthcare - very - need - enrolled - covers - credit - completely - food - there - it,False,12/7/2024 1:34,12/7/2024 1:34
