Topic,Count,Name,Representation,Representative_Docs
12,317,12_brian_thompson_he_was,"['brian', 'thompson', 'he', 'was', 'fuck', 'piss', 'like', 'in', 'to', 'hell']","['Fuck Brian Thompson! He is in Hell because he is the cause of this;', 'Fuck Brian Thompson and his family', 'fuck brian thompson']"
13,310,13_luigi_and_is_the,"['luigi', 'and', 'is', 'the', 'killed', 'he', 'to', 'you', 'for', 'that']","[""If your troops are national heros, then so is Luigi. He killed an enemy of the American people. He took out a mass murderer knowing he'd likely be executed himself. He's a hero, and America needs more people to step up and do what he did."", 'This is who Luigi should have killed', ""When person killed was a man who let thousands die for profit, yeah I'm glad he's dead\n\nWas what Luigi did illegal, yes for sure it was and he should be punished for his actions\n\nWere his actions just, also yes\n\nThe law and just are not always on the same side""]"
14,305,14_free_luigi_my_boy,"['free', 'luigi', 'my', 'boy', 'freeluigi', 'he', 'him', 'man', 'aint', 'wrong']","['Free $Luigi', 'Free $luigi', 'Free $LUIGI !!!! 🫡']"
15,295,15_unitedhealthcare_the_to_of,"['unitedhealthcare', 'the', 'to', 'of', 'for', 'and', 'brianthompson', 'health', 'they', 'are']","['Do you know how many people #unitedhealthcare killed????', '. with  and  : Did #BrianThompson of #UnitedHealthcare have It Coming?', '😂 #UnitedHealthcare #BrianThompson']"
16,267,16_brian_thompson_of_insurance,"['brian', 'thompson', 'of', 'insurance', 'healthcare', 'the', 'to', 'that', 'and', 'for']","['You\'re insinuating the murder of Brian Thompson in NYC was justified? \n""Health insurance companies are responsible for the deaths of hundreds of thousands of Americans each each year and when denying claims and coverage for people who can’t always afford health insurance costs.""', 'How many people has Brian THOMPSON killed by denying them health coverage?', 'What about the human beings whose lives were ruined or ended because brian thompson’s company denied their health insurance claims so he can make millions? His life is worth more?']"
17,263,17_unitedhealthcare_claims_insurance_to,"['unitedhealthcare', 'claims', 'insurance', 'to', 'the', 'of', 'they', 'and', 'for', 'in']","[""I think it's specific to the lack of empathy by healthcare companies who deny claims. Some insurers deny claims since about 0.2% of policyholders appeal. Most pay out-of-pocket or forgo the remainder of their prescribed care. UnitedHealthcare has a record rate of denials."", 'In 2023, UnitedHealthcare reported $22 billion in profits. They also lead the field in claim denials. And they’re not alone.\n\nHealth insurance companies are in the business of denying our healthcare. They profit off the suffering of you and your loved ones. Prove me wrong!', ""United Health has one of the highest claims denials in the industry. They didn't generate $379.5 billion in revenue in 2024 for nothing.\n\nUnitedHealthcare's track record of rejecting claims has come under fire from patients who claim the insurer refuses to cover their care.""]"
18,257,18_thompson_insider_trading_brian,"['thompson', 'insider', 'trading', 'brian', 'ceo', 'the', 'of', 'was', 'investigation', 'he']","['The death of UnitedHealthcare CEO Brian Thompson coincidences\n\nUnitedHealthcare CEO Brian Thompson was in the middle of a federal lawsuit for INSIDER TRADING and fraud\nHe worked with NANCY PELOSI to get grants\nPelosi traded on inside information right BEFORE UnitedHealthcare had…', 'UnitedHealthcare CEO Brian Thompson was in the middle of a federal lawsuit for INSIDER TRADING He works with NANCY PELOSI.', '🚨 United Healthcare CEO Brian Thompson and others were caught with insider trading, sold $117 million of their stock during the federal probe without notifying investors. \n\nThompson was facing a DoJ investigation and lawsuit.']"
19,232,19_luigi_jury_justice_kyle,"['luigi', 'jury', 'justice', 'kyle', 'is', 'the', 'was', 'of', 'and', 'killed']","['And if there is justice, Luigi will be granted jury nullification.\n\nHe did the country, the world a favor by get rid of a mass murderer.', 'Brian Thompson murdered tens of thousands of people and was trying to murder more. Whoever killed him (not proven to be Luigi) is a hero for getting justice for Brians victims in the only way possible since the government not only doesnt stop people like Brian, they are complicit', ""Not one sane person has stated it was Luigi's right to murder Thompson.\n\nWhat is being said is that Thompson was responsible for a company that ALLOWED tens of thousands of people die.\n\nThat is why Thompson was killed. People are saying they understand why it happened.""]"
20,193,20_the_and_luigi_is,"['the', 'and', 'luigi', 'is', 'to', 'of', 'people', 'this', 'are', 'you']","['It’s not just the left, many on the right are also applauding him like me who leans more right. I praised Kyle Rittenhouse for his actions for ridding this country of 2 horrible people and I will do the same for Luigi as well.', ""Luigi should be considered a hero for doing what he did, he shot the man in charge of making money off the suffering of hundreds. The news shouldn't be shaming Luigi but instead focusing on the people who have suffered due to the man Luigi killed that day #UnitedHealthcare"", ""Are you concerned about what the American people should do, or what they are doing?\n\nBecause what if they decide that Luigi is just a good guy who couldn't live with what that rat faced fuck of a CEO allowed to happen to his mother?""]"
21,132,21_ai_deny_90_to,"['ai', 'deny', '90', 'to', 'claims', 'of', 'coverage', 'unitedhealthcare', 'using', 'error']","[""Murdered Brian Thompson backed 'malicious' AI that denied 90% of patient coverage  'A controversial AI program used to deny elderly people health coverage is now at the center of questions about the shooting of the UnitedHealthcare CEO.'"", ""Murdered health insurance boss backed 'AI that denied 90% of coverage: \n\nA controversial AI program used to deny elderly people health coverage is now at the center of questions about the shooting of the UnitedHealthcare CEO."", 'UnitedHealthcare has been using an AI system with a 90% error rate to deny health care claims.']"
22,83,22_lorenz_taylor_she_joy,"['lorenz', 'taylor', 'she', 'joy', 'felt', 'says', 'ceo', 'murder', 'unitedhealthcare', 'piers']","['Read more: Taylor Lorenz says she ""felt joy"" after the murder of UnitedHealthcare CEO', 'Taylor Lorenz says she ""felt joy"" after the murder of UnitedHealthcare CEO', ""Taylor Lorenz says she 'felt joy' after the murder of UnitedHealthcare CEO""]"
23,34,23_autism_kids_access_limiting,"['autism', 'kids', 'access', 'limiting', 'treatment', 'costs', 'leaked', 'cut', 'propublica', 'limits']","['ProPublica: UnitedHealth is strategically limiting access to critical treatment for kids with autism.', '😡‼️😤\nUnitedHealth Limits Access to Key Treatment for Kids With Autism — ProPublica', 'UnitedHealth Limits Access to Key Treatment for Kids With Autism — ProPublica']"
24,17,24_bundy_ted_women_killed,"['bundy', 'ted', 'women', 'killed', 'who', 'serial', 'raped', 'innocent', 'killer', 'and']","['Ted bundy: stalked, raped and killed innocent women \n\nLuigi Manigone: killed a guy who is killing thousands of Americans who can’t get proper health care \n\nThere’s a clear difference', 'Ted Bundy killed and raped women for fun. Luigi took out the ceo of a predatory health insurance company who built exorbitant wealth on the backs of the sick and dead.', 'luigi took out an insurance ceo (someone who has ruined lives) vs ted bundy who was a rapist and brutal serial killer who targeted young women']"
