Topic,Count,Name,Representation,Representative_Docs
10,344,10_brian_thompson_of_the,"['brian', 'thompson', 'of', 'the', 'was', 'and', 'he', 'for', 'to', 'his']","[""The people who fear this are the worst people on the planet. I am also glad that Brian Thompson will not get to enjoy all the money he received for destroying people's lives. Fuck Brian Thompson and all those who are like him."", '""Why are we asking random pundits [to] have empathy for [Brian Thompson] & their family, while there\'s no question being asked about who has empathy for the tens of thousands of Americans who are killed every year by the policies that Brian Thompson has made...tens of millions of…', 'Just a reminder that Brian Thompson would have (and did) watch thousands of people die if it meant his company made more money. The lives of others meant nothing to him, why should we feel bad for the loss of his?\n\nThere is no sympathy left for the deaths of evil people.']"
11,342,11_mangione_hero_luigi_is,"['mangione', 'hero', 'luigi', 'is', 'the', 'house', 'in', 'this', 'and', 'of']","['In this house, Luigi Mangione is a Hero.', 'And in this house, Luigi Mangione is a hero.', 'Mangione is a hero']"
12,333,12_luigi_hero_is_the,"['luigi', 'hero', 'is', 'the', 'you', 'to', 'and', 'this', 'of', 'people']","['we dont care\nLuigi is a hero', 'Luigi, the hero of the people.', '$Hero is $Luigi 2.0']"
13,332,13_ceo_luigi_the_ceos,"['ceo', 'luigi', 'the', 'ceos', 'that', 'and', 'to', 'is', 'of', 'you']","[""Are you concerned about what the American people should do, or what they are doing?\n\nBecause what if they decide that Luigi is just a good guy who couldn't live with what that rat faced fuck of a CEO allowed to happen to his mother?"", 'What’s y’all thoughts on the ceo being killed? I personally see Luigi as a hero bc the ceo has denied so many people and they died', 'The CEO killed this man\n\nThe CEO deserved to die in pain and suffering like the people he killed\n\nLuigi is a merciful martyr that put his life on the line for the sake of the American people, and killed his target humanely\n\nLuigi is a hero and you are a bootlicking dog.']"
14,320,14_mangione_healthcare_the_luigi,"['mangione', 'healthcare', 'the', 'luigi', 'health', 'of', 'insurance', 'is', 'had', 'it']","['Luigi Mangione is going on trial for the death of one healthcare CEO.\n\nBut what if we also put healthcare CEOs and insurance companies on trial for the death of millions of people for denying healthcare for so many years?', 'Luigi Mangione’s Manifesto:\n\n“…I do apologize for any strife or traumas but it had to be done. Frankly, these parasites simply had it coming. A reminder: the US has the #1 most expensive healthcare system in the world, yet we rank roughly #42 in life expectancy. United is the…', ""Canadian Jury:\n'Americans pay money for healthcare and then they are denied healthcare.'\n\nWhat did Luigi Mangione say that was wrong?\n\n“These parasites had it coming … I do apologize for any strife and trauma, but it had to be done.”\n- Luigi Mangione ()""]"
15,287,15_free_luigi_my_boy,"['free', 'luigi', 'my', 'boy', 'freeluigi', 'he', 'aint', 'him', 'man', 'wrong']","['free $luigi', 'free $luigi!', 'Free $LUIGI !!!! 🫡']"
16,285,16_the_luigi_of_ceo,"['the', 'luigi', 'of', 'ceo', 'and', 'is', 'to', 'that', 'people', 'for']","['Yes people would be mad at Luigi if he murdered someone that’s innocent! But the thing is that the greedy CEO that got killed, was responsible for countless deaths after HIS company denied health insurance claims, just so they could shove more money into their pockets.', 'well he is the ceo and decision maker for a healthcare company that literally denies people their healthcare that they pay for so yeah. \nLuigi may have killed that guy, but that guy was responsible for hundreds of thousands of deaths so fuck him. 🤷🏻\u200d♀️', 'The CEO that was killed is directly responsible for the suffering and deaths of many people through denied Healthcare. \n\nLuigi killed in cold blood, but the person who died is for the benefit of many. A death that was needed; but done in a horrible way.']"
17,275,17_brian_thompson_of_insurance,"['brian', 'thompson', 'of', 'insurance', 'the', 'healthcare', 'to', 'that', 'for', 'and']","['What about the human beings whose lives were ruined or ended because brian thompson’s company denied their health insurance claims so he can make millions? His life is worth more?', 'The biggest problem is for-profit health insurance and claim deniers like Brian Thompson who are killing thousands every year. You care about Thompson but not about those he killed.', 'How many people has Brian THOMPSON killed by denying them health coverage?']"
18,265,18_brian_thompson_fuck_he,"['brian', 'thompson', 'fuck', 'he', 'piss', 'was', 'hell', 'deserved', 'like', 'it']","['Fuck Brian Thompson', 'Fuck Brian Thompson.', 'fuck brian thompson']"
19,262,19_luigi_the_and_is,"['luigi', 'the', 'and', 'is', 'to', 'you', 'this', 'hero', 'people', 'of']","['Because they need to scare people. w this image they say, ""If you try to kill a rich person, we will introduce you to our rich law."" \nTherefore, US society and even the world needs to stay behind him and raise their voices for Luigi. He is the hero here..', 'One day the poor will have nothing left to eat but the rich… Luigi was not poor but many of those “morons” will be because of policies like the ones set by this man… and your boss, that time could be sooner than you think.', 'You have to be rich for the cops to care about you. Luigi is a hero']"
20,223,20_the_brian_of_to,"['the', 'brian', 'of', 'to', 'thompson', 'ceo', 'he', 'and', 'his', 'that']","['Or maybe he could have lived his life in such a way that when he was gunned down people were sad about it. He hurt millions of lives. Other CEO’s might want to stop as well. Everyone has a limit. Brian Thompson found that out yesterday morning', 'Do you believe that the CEO Brian Thompson killed people by denying them care. Is that not murder?', ""The CEO Brian Thompson had 'zero remorse' for taking the lives of hundreds of thousands of Americans who will not be with their 'loved ones' at Christmas because they were mass-murdered by Brian Thompson. So think about those countless thousands of families as well.""]"
21,210,21_unitedhealthcare_claims_to_ai,"['unitedhealthcare', 'claims', 'to', 'ai', 'deny', 'coverage', 'for', 'autism', 'of', 'in']","['Looks like an AI generated denial to me. Good time to point out that UnitedHealthcare is currently facing a class action lawsuit for using AI with a 90% error rate to deny patients coverage.', 'UnitedHealthcare has been accused of using an AI algorithm, specifically nH Predict, to deny claims for post-acute care under Medicare Advantage plans. \n\nThis AI reportedly has a 90% error rate, leading to wrongful denials of care that physicians had deemed necessary. \n\nThese…', 'UnitedHealthcare has been using an AI system with a 90% error rate to deny health care claims.']"
22,133,22_insider_trading_thompson_investigation,"['insider', 'trading', 'thompson', 'investigation', 'doj', 'stock', 'pelosi', 'brian', 'million', 'was']","['UnitedHealthcare CEO Brian Thompson was in the middle of a federal lawsuit for INSIDER TRADING He works with NANCY PELOSI.', 'Brian Thompson was involved in several issues during his tenure at UnitedHealthcare:\n\n1. **Insider Trading Allegations**: Brian Thompson and other UnitedHealth Group executives were under investigation by the Department of Justice (DOJ) for insider trading. They sold over $100…', '🚨 United Healthcare CEO Brian Thompson and others were caught with insider trading, sold $117 million of their stock during the federal probe without notifying investors. \n\nThompson was facing a DoJ investigation and lawsuit.']"
23,92,23_justice_jail_luigi_for,"['justice', 'jail', 'luigi', 'for', 'prison', 'in', 'free', 'out', 'will', 'luigis']","['Justice for Luigi', 'Justice for Luigi!', 'JUSTICE FOR LUIGI !']"
24,83,24_lorenz_taylor_she_joy,"['lorenz', 'taylor', 'she', 'joy', 'felt', 'says', 'ceo', 'murder', 'unitedhealthcare', 'piers']","['Read more: Taylor Lorenz says she ""felt joy"" after the murder of UnitedHealthcare CEO', ""Taylor Lorenz says she 'felt joy' after the murder of UnitedHealthcare CEO"", 'Taylor Lorenz says she ""felt joy"" after the murder of UnitedHealthcare CEO']"
